title,rating
Shall We Dance (1937),4.0
Crossfire (1947),3.5
Willy Wonka & the Chocolate Factory (1971),4.0
Sleeper (1973),4.0
Bananas (1971),3.0
"Fish Called Wanda, A (1988)",3.5
Monty Python's Life of Brian (1979),3.5
Victor/Victoria (1982),3.5
"Candidate, The (1972)",4.0
"Great Race, The (1965)",3.0
Bonnie and Clyde (1967),4.0
"Old Man and the Sea, The (1958)",3.5
Dial M for Murder (1954),4.0
Dirty Dancing (1987),3.5
Reservoir Dogs (1992),4.5
Platoon (1986),4.0
Weekend at Bernie's (1989),1.0
Basic Instinct (1992),3.0
"Doors, The (1991)",3.0
"Crying Game, The (1992)",3.5
Glengarry Glen Ross (1992),4.0
Sophie's Choice (1982),3.5
E.T. the Extra-Terrestrial (1982),3.5
"Christmas Carol, A (1938)",4.0
Days of Thunder (1990),1.5
Top Gun (1986),3.0
Rebel Without a Cause (1955),4.5
"Streetcar Named Desire, A (1951)",4.5
Children of the Corn IV: The Gathering (1996),4.5
Loser (1991),2.0
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),4.0
Palookaville (1996),4.5
"Funeral, The (1996)",3.0
"Single Girl, A (Fille seule, La) (1995)",4.0
"Eighth Day, The (Huitième jour, Le) (1996)",3.5
Drunks (1995),3.0
"People vs. Larry Flynt, The (1996)",3.5
Glory Daze (1995),4.0
"Perfect Candidate, A (1996)",4.5
On Golden Pond (1981),4.0
"Return of the Pink Panther, The (1975)",4.0
Drop Dead Fred (1991),3.0
"Abyss, The (1989)",3.0
"Fog, The (1980)",3.0
Escape from New York (1981),4.0
"Howling, The (1980)",3.0
Jean de Florette (1986),4.0
Manon of the Spring (Manon des sources) (1986),4.0
Private Benjamin (1980),3.5
Monty Python and the Holy Grail (1975),4.5
Hustler White (1996),4.0
Entertaining Angels: The Dorothy Day Story (1996),5.0
"Line King: The Al Hirschfeld Story, The (1996)",4.0
When We Were Kings (1996),3.0
Wallace & Gromit: The Wrong Trousers (1993),4.0
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",4.0
Lesson Faust (1994),5.0
"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",3.5
"Tin Drum, The (Blechtrommel, Die) (1979)",4.0
"Ruling Class, The (1972)",3.0
Mina Tannenbaum (1994),1.0
Dear God (1996),3.5
Best of the Best 3: No Turning Back (1995),2.5
Bob Roberts (1992),3.5
Cinema Paradiso (Nuovo cinema Paradiso) (1989),3.0
"Cook the Thief His Wife & Her Lover, The (1989)",3.0
Delicatessen (1991),4.0
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",4.0
Enchanted April (1992),4.0
Paths of Glory (1957),4.5
"Grifters, The (1990)",4.0
Hear My Song (1991),3.0
"English Patient, The (1996)",4.0
Mediterraneo (1991),4.0
My Left Foot (1989),4.0
"Sex, Lies, and Videotape (1989)",3.5
Passion Fish (1992),3.5
Strictly Ballroom (1992),3.5
"Thin Blue Line, The (1988)",4.0
Tie Me Up! Tie Me Down! (¡Átame!) (1990),3.5
Madonna: Truth or Dare (1991),3.5
Paris Is Burning (1990),4.0
One Flew Over the Cuckoo's Nest (1975),4.0
Cheech and Chong's Up in Smoke (1978),4.0
Star Wars: Episode V - The Empire Strikes Back (1980),4.5
"Princess Bride, The (1987)",4.0
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.5
Brazil (1985),4.0
Aliens (1986),4.5
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",4.5
Withnail & I (1987),4.0
12 Angry Men (1957),4.5
Lawrence of Arabia (1962),4.0
"Clockwork Orange, A (1971)",4.0
To Kill a Mockingbird (1962),4.0
Apocalypse Now (1979),4.5
Once Upon a Time in the West (C'era una volta il West) (1968),4.5
Star Wars: Episode VI - Return of the Jedi (1983),4.5
"Wings of Desire (Himmel über Berlin, Der) (1987)",4.5
"Third Man, The (1949)",4.0
Goodfellas (1990),4.5
Alien (1979),4.0
Army of Darkness (1993),4.0
"Big Blue, The (Grand bleu, Le) (1988)",3.5
Ran (1985),4.0
"Killer, The (Die xue shuang xiong) (1989)",4.5
Psycho (1960),3.5
"Blues Brothers, The (1980)",4.0
"Godfather: Part II, The (1974)",4.5
Full Metal Jacket (1987),4.0
"Grand Day Out with Wallace and Gromit, A (1989)",4.0
Henry V (1989),3.0
Amadeus (1984),4.0
"Quiet Man, The (1952)",3.0
Once Upon a Time in America (1984),4.0
Raging Bull (1980),4.5
Annie Hall (1977),3.5
"Right Stuff, The (1983)",4.0
Stalker (1979),4.0
"Boot, Das (Boat, The) (1981)",4.5
"Sting, The (1973)",4.0
Harold and Maude (1971),4.0
Trust (1990),4.5
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.0
Local Hero (1983),4.0
"Terminator, The (1984)",4.5
Dead Alive (Braindead) (1992),4.5
Glory (1989),4.0
Rosencrantz and Guildenstern Are Dead (1990),4.0
Manhattan (1979),4.5
Miller's Crossing (1990),4.5
Dead Poets Society (1989),3.5
"Graduate, The (1967)",4.5
Touch of Evil (1958),4.0
"Femme Nikita, La (Nikita) (1990)",4.0
"Bridge on the River Kwai, The (1957)",3.5
8 1/2 (8½) (1963),4.0
Chinatown (1974),4.5
"Day the Earth Stood Still, The (1951)",4.0
"Treasure of the Sierra Madre, The (1948)",4.0
Bad Taste (1987),3.0
Duck Soup (1933),2.5
Better Off Dead... (1985),3.0
"Shining, The (1980)",4.5
Stand by Me (1986),4.5
M (1931),3.5
Evil Dead II (Dead by Dawn) (1987),4.5
"Great Escape, The (1963)",3.5
"Deer Hunter, The (1978)",4.5
Diva (1981),4.0
Groundhog Day (1993),4.0
Unforgiven (1992),3.5
"Manchurian Candidate, The (1962)",4.5
Pump Up the Volume (1990),4.0
Arsenic and Old Lace (1944),4.0
Back to the Future (1985),4.0
Fried Green Tomatoes (1991),3.0
Patton (1970),4.5
Down by Law (1986),4.5
Akira (1988),4.5
Highlander (1986),3.0
Cool Hand Luke (1967),4.0
Cyrano de Bergerac (1990),4.0
Young Frankenstein (1974),4.0
Night on Earth (1991),4.5
Raise the Red Lantern (Da hong deng long gao gao gua) (1991),4.0
"Great Dictator, The (1940)",4.0
Fantasia (1940),3.0
High Noon (1952),3.5
"Big Sleep, The (1946)",3.5
Heathers (1989),4.0
Somewhere in Time (1980),3.5
Ben-Hur (1959),4.0
This Is Spinal Tap (1984),3.0
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),3.5
Some Kind of Wonderful (1987),3.0
Indiana Jones and the Last Crusade (1989),4.0
Being There (1979),4.0
Gandhi (1982),4.0
"Unbearable Lightness of Being, The (1988)",3.0
"Room with a View, A (1986)",4.0
Real Genius (1985),3.0
Pink Floyd: The Wall (1982),2.0
"Killing Fields, The (1984)",3.5
My Life as a Dog (Mitt liv som hund) (1985),4.0
Forbidden Planet (1956),4.0
Field of Dreams (1989),3.0
"Man Who Would Be King, The (1975)",4.0
Butch Cassidy and the Sundance Kid (1969),4.0
"Paris, Texas (1984)",4.0
Until the End of the World (Bis ans Ende der Welt) (1991),3.0
When Harry Met Sally... (1989),4.0
Hype! (1996),5.0
Female Perversions (1996),2.5
Blue Juice (1995),2.0
Alien³ (a.k.a. Alien 3) (1992),4.0
"American Werewolf in London, An (1981)",3.0
Amityville 1992: It's About Time (1992),1.5
Amityville 3-D (1983),2.0
Amityville: Dollhouse (1996),1.0
Amityville: A New Generation (1993),1.0
Amityville II: The Possession (1982),1.5
"Amityville Horror, The (1979)",4.0
"Amityville Curse, The (1990)",0.5
Blood for Dracula (Andy Warhol's Dracula) (1974),3.0
April Fool's Day (1986),1.5
Audrey Rose (1977),2.0
"Believers, The (1987)",4.0
"Birds, The (1963)",4.0
"Blob, The (1958)",2.0
Blood Beach (1981),1.0
Body Parts (1991),1.0
"Body Snatcher, The (1945)",4.5
Dracula (Bram Stoker's Dracula) (1992),4.0
"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",3.5
Burnt Offerings (1976),3.5
Candyman (1992),2.0
Cape Fear (1991),4.0
Cape Fear (1962),4.5
Carrie (1976),3.5
Cat People (1982),3.0
"Nightmare on Elm Street, A (1984)",4.0
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",2.5
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),5.0
"Omen, The (1976)",4.0
Blood and Wine (Blood & Wine) (1996),2.0
Albino Alligator (1996),2.0
"Mirror Has Two Faces, The (1996)",3.5
Breaking the Waves (1996),4.0
Nightwatch (1997),2.5
Star Trek: First Contact (1996),2.5
Shine (1996),4.0
Sling Blade (1996),4.0
Jingle All the Way (1996),2.0
Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.0
"Preacher's Wife, The (1996)",3.5
Ridicule (1996),4.0
"Crucible, The (1996)",3.0
101 Dalmatians (1996),3.5
Die Hard 2 (1990),4.0
Star Trek: The Motion Picture (1979),3.5
Star Trek VI: The Undiscovered Country (1991),3.5
Star Trek V: The Final Frontier (1989),2.5
Star Trek II: The Wrath of Khan (1982),1.5
Star Trek III: The Search for Spock (1984),3.5
Star Trek IV: The Voyage Home (1986),2.5
Batman Returns (1992),3.0
Young Guns (1988),2.0
Young Guns II (1990),2.5
Grease (1978),4.0
Grease 2 (1982),2.0
Marked for Death (1990),2.0
Under Siege (1992),3.0
Jaws (1975),3.0
Jaws 2 (1978),3.0
Jaws 3-D (1983),2.0
My Fellow Americans (1996),2.0
Mars Attacks! (1996),4.0
Citizen Ruth (1996),3.5
Jerry Maguire (1996),3.5
Raising Arizona (1987),4.5
Tin Men (1987),3.0
Sneakers (1992),3.5
Bastard Out of Carolina (1996),4.0
In Love and War (1996),2.5
Marvin's Room (1996),3.5
Ghosts of Mississippi (1996),3.0
Beavis and Butt-Head Do America (1996),2.5
La Cérémonie (1995),4.5
Scream (1996),3.5
"Last of the Mohicans, The (1992)",4.0
Michael (1996),2.0
Hamlet (1996),4.0
Some Mother's Son (1996),3.5
"Whole Wide World, The (1996)",4.0
Mother (1996),3.0
"Thieves (Voleurs, Les) (1996)",2.5
Evita (1996),4.0
"Portrait of a Lady, The (1996)",3.5
Walkabout (1971),4.0
Murder at 1600 (1997),2.5
Hearts and Minds (1996),4.0
Fierce Creatures (1997),3.5
Zeus and Roxanne (1997),1.0
Turbulence (1997),1.0
Angel Baby (1995),3.0
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),4.0
Underworld (1996),3.0
Beverly Hills Ninja (1997),2.0
Metro (1997),2.5
"Cement Garden, The (1993)",4.5
Dante's Peak (1997),2.5
Meet Wally Sparks (1997),1.5
Amos & Andrew (1993),1.5
Benny & Joon (1993),3.0
Prefontaine (1997),4.0
McHale's Navy (1997),1.5
Kolya (Kolja) (1996),4.0
Gridlock'd (1997),3.0
Waiting for Guffman (1996),3.0
"Beautician and the Beast, The (1997)",1.0
SubUrbia (1997),4.0
"Pest, The (1997)",2.0
Fools Rush In (1997),2.5
Touch (1997),4.0
Absolute Power (1997),2.0
That Darn Cat (1997),3.5
Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),2.0
Lost Highway (1997),2.5
Rosewood (1997),3.0
Donnie Brasco (1997),4.0
Booty Call (1997),2.5
Best Men (1997),4.0
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),2.0
Kama Sutra: A Tale of Love (1996),4.0
Private Parts (1997),2.5
Love Jones (1997),4.0
"Saint, The (1997)",2.5
Smilla's Sense of Snow (1997),3.5
Crash (1996),3.0
"Daytrippers, The (1996)",4.0
Liar Liar (1997),2.5
Selena (1997),3.0
"Devil's Own, The (1997)",2.0
Cats Don't Dance (1997),3.0
B*A*P*S (1997),1.5
Love and Other Catastrophes (1996),3.5
Turbo: A Power Rangers Movie (1997),2.0
Anna Karenina (1997),4.0
Double Team (1997),4.0
Inventing the Abbotts (1997),3.0
Anaconda (1997),2.5
Grosse Pointe Blank (1997),4.0
Kissed (1996),2.5
8 Heads in a Duffel Bag (1997),3.5
Paradise Road (1997),3.5
Romy and Michele's High School Reunion (1997),2.0
Temptress Moon (Feng Yue) (1996),3.0
Volcano (1997),2.0
Children of the Revolution (1996),3.0
Austin Powers: International Man of Mystery (1997),3.5
Breakdown (1997),4.0
Broken English (1996),1.0
Fathers' Day (1997),0.5
"Fifth Element, The (1997)",4.0
Nowhere (1997),3.0
"Promise, The (La promesse) (1996)",4.5
Shall We Dance? (Shall We Dansu?) (1996),4.5
Addicted to Love (1997),1.5
Brassed Off (1996),4.0
"Lost World: Jurassic Park, The (1997)",4.0
Ponette (1996),4.5
Schizopolis (1996),3.5
Shiloh (1997),3.5
Rough Magic (1995),4.0
Trial and Error (1997),1.5
Buddy (1997),2.0
Con Air (1997),3.5
"Pillow Book, The (1996)",3.0
Speed 2: Cruise Control (1997),2.0
Batman & Robin (1997),2.0
For Roseanna (Roseanna's Grave) (1997),4.0
Head Above Water (1996),4.0
Hercules (1997),4.0
My Best Friend's Wedding (1997),3.0
When the Cat's Away (Chacun cherche son chat) (1996),4.5
"Contempt (Mépris, Le) (1963)",3.0
Face/Off (1997),3.5
Fall (1997),1.0
Men in Black (a.k.a. MIB) (1997),3.5
Out to Sea (1997),2.0
Wild America (1997),2.5
"Simple Wish, A (1997)",3.0
Contact (1997),3.0
Love Serenade (1996),3.0
G.I. Jane (1997),2.0
Conan the Barbarian (1982),4.0
George of the Jungle (1997),4.0
Cop Land (1997),3.0
Event Horizon (1997),3.5
Spawn (1997),3.0
Air Bud (1997),1.5
Picture Perfect (1997),3.0
In the Company of Men (1997),4.0
Career Girls (1997),4.0
Conspiracy Theory (1997),3.5
Desperate Measures (1998),2.0
Steel (1997),2.0
She's So Lovely (1997),3.5
Hoodlum (1997),2.0
Leave It to Beaver (1997),2.0
Mimic (1997),2.0
Money Talks (1997),3.5
Excess Baggage (1997),2.5
Kull the Conqueror (1997),2.0
Air Force One (1997),2.5
187 (One Eight Seven) (1997),3.0
"Hunt for Red October, The (1990)",3.5
My Own Private Idaho (1991),4.0
"Kiss Me, Guido (1997)",3.0
Star Maps (1997),4.0
In & Out (1997),4.0
"Edge, The (1997)",3.0
"Peacemaker, The (1997)",3.0
L.A. Confidential (1997),3.5
Seven Years in Tibet (1997),3.5
Kiss the Girls (1997),3.5
Soul Food (1997),3.0
Wishmaster (1997),2.0
"Thousand Acres, A (1997)",1.5
"Game, The (1997)",4.0
Fire Down Below (1997),3.0
U Turn (1997),4.0
"MatchMaker, The (1997)",3.5
"Assignment, The (1997)",5.0
Ulee's Gold (1997),3.5
"Ice Storm, The (1997)",4.0
Chasing Amy (1997),2.5
"Full Monty, The (1997)",3.0
Indian Summer (a.k.a. Alive & Kicking) (1996),2.0
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",3.5
I Know What You Did Last Summer (1997),2.5
The Devil's Advocate (1997),4.0
RocketMan (a.k.a. Rocket Man) (1997),2.0
Playing God (1997),2.0
"House of Yes, The (1997)",4.0
"Fast, Cheap & Out of Control (1997)",2.5
Washington Square (1997),4.0
Year of the Horse (1997),4.5
Gattaca (1997),4.5
FairyTale: A True Story (1997),3.5
Phantoms (1998),4.0
Swept from the Sea (1997),4.0
"Life Less Ordinary, A (1997)",2.0
Hurricane Streets (1997),4.0
Eve's Bayou (1997),3.0
Switchback (1997),3.0
Gang Related (1997),3.0
Stripes (1981),3.0
Bean (1997),3.5
Mad City (1997),2.0
Welcome to Sarajevo (1997),3.0
Deceiver (1997),3.0
"Rainmaker, The (1997)",3.0
Boogie Nights (1997),4.0
Witness (1985),4.0
Incognito (1997),3.5
Starship Troopers (1997),4.5
Critical Care (1997),2.0
"Joy Luck Club, The (1993)",4.0
Chairman of the Board (1998),2.0
Sliding Doors (1998),4.0
Mortal Kombat: Annihilation (1997),1.0
"Truman Show, The (1998)",4.5
"Wings of the Dove, The (1997)",4.0
Mrs. Dalloway (1997),3.0
"I Love You, I Love You Not (1996)",3.0
Red Corner (1997),3.5
"Jackal, The (1997)",2.0
Anastasia (1997),4.0
"Man Who Knew Too Little, The (1997)",2.5
Alien: Resurrection (1997),4.0
Amistad (1997),2.0
"Apostle, The (1997)",3.0
Artemisia (1997),4.0
Bent (1997),3.5
"Butcher Boy, The (1997)",4.0
Deconstructing Harry (1997),4.0
Flubber (1997),3.0
For Richer or Poorer (1997),3.0
Good Will Hunting (1997),4.0
Home Alone 3 (1997),2.0
Midnight in the Garden of Good and Evil (1997),1.5
Mouse Hunt (1997),2.0
Scream 2 (1997),4.0
Stranger in the House (1997),3.0
"Sweet Hereafter, The (1997)",4.5
Titanic (1997),3.0
Tomorrow Never Dies (1997),2.5
"Postman, The (1997)",2.0
"Horse Whisperer, The (1998)",4.0
Jackie Brown (1997),4.0
Kundun (1997),3.0
Mr. Magoo (1997),1.5
"Big Lebowski, The (1998)",4.0
Afterglow (1997),4.0
My Life in Pink (Ma vie en rose) (1997),4.0
Great Expectations (1998),4.0
3 Ninjas: High Noon On Mega Mountain (1998),4.0
Senseless (1998),2.0
Wag the Dog (1997),4.0
Dark City (1998),3.5
Hard Rain (1998),2.0
Half Baked (1998),3.5
Fallen (1998),4.0
Shooting Fish (1997),4.0
Fallen Angels (Duo luo tian shi) (1995),2.0
"Four Days in September (O Que É Isso, Companheiro?) (1997)",5.0
Spice World (1997),1.0
Deep Rising (1998),2.0
Music From Another Room (1998),3.0
"Replacement Killers, The (1998)",3.0
B. Monkey (1998),2.5
Night Flier (1997),4.0
Blues Brothers 2000 (1998),2.0
"Wedding Singer, The (1998)",2.5
Sphere (1998),3.0
Palmetto (1998),3.0
As Good as It Gets (1997),4.0
King of New York (1990),4.0
Twilight (1998),2.5
U.S. Marshals (1998),3.0
Welcome to Woop-Woop (1997),4.0
Love and Death on Long Island (1997),3.0
Everest (1998),4.0
Hush (1998),2.0
Suicide Kings (1997),4.0
"Man in the Iron Mask, The (1998)",3.0
"Newton Boys, The (1998)",3.0
Wild Things (1998),3.0
Paulie (1998),2.5
"Cool, Dry Place, A (1998)",3.0
Fireworks (Hana-bi) (1997),4.0
Primary Colors (1998),4.0
Wide Awake (1998),4.0
Two Girls and a Guy (1997),2.0
"Object of My Affection, The (1998)",2.5
Homegrown (1998),1.0
The Players Club (1998),3.5
Barney's Great Adventure (1998),2.0
"Big One, The (1997)",3.5
Chinese Box (1997),3.5
Lost in Space (1998),3.5
Mercury Rising (1998),4.0
"Spanish Prisoner, The (1997)",4.0
City of Angels (1998),3.0
"Last Days of Disco, The (1998)",4.0
"Odd Couple II, The (1998)",2.5
My Giant (1998),3.0
He Got Game (1998),3.5
"Gingerbread Man, The (1998)",3.0
Live Flesh (Carne trémula) (1997),4.0
Zero Effect (1998),4.0
"Borrowers, The (1997)",3.5
Krippendorf's Tribe (1998),2.0
Kurt & Courtney (1998),4.0
"Real Blonde, The (1997)",3.5
Mr. Nice Guy (Yat goh ho yan) (1997),2.5
Taste of Cherry (Ta'm e guilass) (1997),4.0
Character (Karakter) (1997),2.5
Species II (1998),2.0
Major League: Back to the Minors (1998),2.5
"Big Hit, The (1998)",1.0
Tarzan and the Lost City (1998),2.0
"Dancer, Texas Pop. 81 (1998)",3.0
"Misérables, Les (1998)",4.0
Clockwatchers (1997),4.0
Deep Impact (1998),2.5
Quest for Camelot (1998),2.0
Godzilla (1998),2.0
Bulworth (1998),3.5
Fear and Loathing in Las Vegas (1998),4.5
"Opposite of Sex, The (1998)",4.0
Almost Heroes (1998),2.0
Hope Floats (1998),2.5
Insomnia (1997),4.0
"Ugly, The (1997)",2.0
"Perfect Murder, A (1998)",3.5
Beyond Silence (Jenseits der Stille) (1996),4.5
Six Days Seven Nights (1998),2.5
Can't Hardly Wait (1998),2.5
High Art (1998),3.5
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",4.0
Dream for an Insomniac (1996),4.0
Henry Fool (1997),3.5
Mr. Jealousy (1997),2.5
Mulan (1998),4.0
"X-Files: Fight the Future, The (1998)",4.0
I Went Down (1997),2.0
Dr. Dolittle (1998),3.0
Out of Sight (1998),4.0
Picnic at Hanging Rock (1975),4.0
Smoke Signals (1998),2.0
Buffalo '66 (a.k.a. Buffalo 66) (1998),3.5
Armageddon (1998),4.0
Lethal Weapon 4 (1998),3.0
Madeline (1998),2.0
Small Soldiers (1998),2.5
Pi (1998),4.0
Whatever (1998),3.5
There's Something About Mary (1998),4.5
Plan 9 from Outer Space (1959),4.5
"Broadway Melody, The (1929)",3.0
All Quiet on the Western Front (1930),4.0
Cimarron (1931),3.5
Grand Hotel (1932),4.0
Mutiny on the Bounty (1935),4.0
"Great Ziegfeld, The (1936)",3.5
"Life of Emile Zola, The (1937)",3.0
You Can't Take It with You (1938),4.0
Mrs. Miniver (1942),4.5
Going My Way (1944),3.5
"Lost Weekend, The (1945)",4.0
"Best Years of Our Lives, The (1946)",4.5
Gentleman's Agreement (1947),4.0
Hamlet (1948),3.5
All the King's Men (1949),4.0
From Here to Eternity (1953),4.0
On the Waterfront (1954),4.5
Marty (1955),4.0
West Side Story (1961),4.5
Tom Jones (1963),4.0
"Man for All Seasons, A (1966)",4.0
In the Heat of the Night (1967),4.0
Oliver! (1968),3.0
Midnight Cowboy (1969),3.0
"French Connection, The (1971)",4.5
Rocky (1976),4.0
Kramer vs. Kramer (1979),4.0
Ordinary People (1980),4.0
Chariots of Fire (1981),4.0
Terms of Endearment (1983),4.0
Out of Africa (1985),4.0
"Last Emperor, The (1987)",4.0
Rain Man (1988),4.0
Driving Miss Daisy (1989),3.5
Take the Money and Run (1969),4.0
Klute (1971),4.0
Repo Man (1984),3.0
Metropolitan (1990),4.0
Labyrinth (1986),4.5
"Breakfast Club, The (1985)",4.0
"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",3.0
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",2.0
"Nightmare on Elm Street 4: The Dream Master, A (1988)",2.0
"Nightmare on Elm Street 5: The Dream Child, A (1989)",3.0
"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",2.0
